venue,ranking,title,authors,year,citations,url,pdf_url,keywords
Optics and Spectroscopy,1,Spectral Analysis of Organic Components of Demineralized Bone Biografts,"P. E. Timchenko, E. Timchenko, L. Volova, O. Frolov",2019,13,https://www.semanticscholar.org/paper/8d10bf5c8731f829e09776245fd62c1c0b0b7763,,"Physics, Materials Science, Medicine, Chemistry"
Optim. Methods Softw.,1,Data-driven distributionally robust risk parity portfolio optimization,"Giorgio Costa, R. Kwon",2020,5,https://www.semanticscholar.org/paper/f3a05fbb3ad495b92a848c8a9f8b227be484ae5e,https://arxiv.org/pdf/2110.06464,"Computer Science, Mathematics, Economics, Economics, Mathematics, Computer Science"
Optim. Methods Softw.,2,Randomized mechanism design for decentralized network scheduling,"Jian Sun, Dachuan Xu, Deren Han, Wenjing Hou, Xiaoyan Zhang",2020,1,https://www.semanticscholar.org/paper/23f8cac93599369830ecd3e5463ae0c630dda1f0,,"Mathematics, Computer Science, Computer Science, Mathematics"
Optimal control applications & methods,1,An Optimal Control Problem for HTLV‐I Infection Model,"S. Khajanchi, S. Bera, T. K. Kar",2024,3,https://www.semanticscholar.org/paper/d520813f44203d7264867e61bb9f75acf412e527,,"Medicine, Mathematics"
Optimal control applications & methods,2,Distributed optimal control of nonlinear multi‐agent systems based on integral reinforcement learning,"Ying Xu, Kewen Li, Yongming Li",2024,3,https://www.semanticscholar.org/paper/a25fc0c47ba4d599fd9aa9e65a9fde90b9dfbb96,,"Computer Science, Engineering, Mathematics"
Optimal control applications & methods,3,Improved guidance algorithm considering terminal attitude constraints for spacecrafts via optimal control theory,"Yuan Li, Changzhu Wei, Baogang Lu",2020,2,https://www.semanticscholar.org/paper/7a6986897c84b35d98e0f54ae061c1045d6f608e,,"Computer Science, Engineering, Physics"
Optimal control applications & methods,4,Optimal control and zero‐sum game subject to differential equations with Liu processes and random matrices,"Xin Chen, Yuanguo Zhu",2024,2,https://www.semanticscholar.org/paper/ad6de409ffc85b70f0fec44a14b6df1153b2a4b7,,Mathematics
Optimization,1,Asymptotic regularity for Lipschitzian nonlinear optimization problems with applications to complementarity constrained and bilevel programming,P. Mehlitz,2021,11,https://www.semanticscholar.org/paper/6a0c4ce3c0870e7e12cb067c8a0497b3fcf28a69,http://arxiv.org/pdf/2105.01985,"Mathematics, Mathematics"
Optimization,2,Exact augmented Lagrangians for constrained optimization problems in Hilbert spaces I: theory,M. V. Dolgopolik,2022,1,https://www.semanticscholar.org/paper/f79b3f6894feb6086d5b8121cf5fe6626e892c00,https://arxiv.org/pdf/2201.12254,"Mathematics, Mathematics, Computer Science"
Optimization Letters,1,Approximate properly solutions of constrained vector optimization with variable coradiant sets,"M. You, Genghua Li",2022,3,https://www.semanticscholar.org/paper/d7e62837e7d167af6f3651dd0fac3ed85a2ec7a1,,"Computer Science, Mathematics"
Optimization Letters,2,On quadratically constrained quadratic optimization problems and canonical duality theory,C. Zălinescu,2020,2,https://www.semanticscholar.org/paper/f0dba7c8e001e80b1b8a56a68d4a1602f55f4296,,"Computer Science, Mathematics, Mathematics"
Organization Studies,1,Balancing anticipatory and deliberative governance in public-private partnerships for responsible innovation: The role of corporate innovation capabilities,"David Larkin, L. Jaspersen, K. Pandza",2025,1,https://www.semanticscholar.org/paper/b2e076142bb867d1073d9a0fd27fb16a2623b4c5,,"Business, Political Science"
Origins,1,As If Time Really Mattered: Temporal Strategies for Neural Coding of Sensory Information,Eaton Peabody,2018,16,https://www.semanticscholar.org/paper/9216f15601b319364dce32afc4ec83c434fa4f42,,Computer Science
Ornamental Horticulture,1,"Therapeutic gardens: historical context, foundations, and landscaping","T. A. Sillmann, Paula Oliveira Marques, Claudia FM Mattiuz",2024,3,https://www.semanticscholar.org/paper/05219cbb04bee1ab5d8f5b93ad175a766e430de1,https://doi.org/10.1590/2447-536x.v30.e242740,"Environmental Science, History, Psychology"
Other Conferences,1,Identification of smoke peatland fire using remote sensing data based on machine learning,"Khalifah Insan Nur Rahmi, Gatot Nugroho, Parwati Sofan, Y. Vetrita, G. Chulafak, Imam Santoso",2024,2,https://www.semanticscholar.org/paper/fbabe6be57542e84d6ab9e6da2fdd1dc175e11a1,,"Engineering, Environmental Science, Computer Science"
Other Conferences,2,Optimizing measurement configuration for x-ray critical dimension metrology based on condition number,"Tianjuan Yang, Xiuguo Chen, Jiahao Zhang, Shuo Liu, Shiyuan Liu",2023,2,https://www.semanticscholar.org/paper/1ef2acc8b09724ec8a6ff948ef6db11845b22060,,"Engineering, Physics, Engineering"
Other Conferences,3,ArmorCLIP: a hybrid defense strategy for boosting adversarial robustness in vision-language models,"Yuhan Liang, Yijun Li, Yumeng Niu, Qianhe Shen, Hangyu Liu",2024,1,https://www.semanticscholar.org/paper/6554ccd1c662e4a365a4cdcac31b327ee3d42421,https://arxiv.org/pdf/2410.14911.pdf,"Computer Science, Engineering, Computer Science, Engineering"
Otolaryngology Head & Neck Surgery,1,Interpretable Computer Vision to Detect and Classify Structural Laryngeal Lesions in Digital Flexible Laryngoscopic Images.,"A. Bur, Tianxiao Zhang, Xiangyu Chen, Hannah Kavookjian, Shannon Kraft, Omar A. Karadaghy, Nathan Farrokhian, Caroline Mussatto, Joseph Penn, Guanghui Wang",2023,21,https://www.semanticscholar.org/paper/89bd3d7746fb732299d76cd503bfee6ac0e36a1b,,"Medicine, Medicine, Computer Science"
Outstanding Contributions to Logic,1,"Martin Davis on Computability, Computational Logic, and Mathematical Foundations","E. Omodeo, A. Policriti",2016,5,https://www.semanticscholar.org/paper/265bbcfb5a749a16f6337ae10a397e13836ceb53,https://link.springer.com/content/pdf/bfm%3A978-3-319-41842-1%2F1.pdf,"Computer Science, Philosophy, Computer Science, Mathematics"
Oxford Research Encyclopedia of Business and Management,1,Vertical Integration and the Theory of the Firm,Jongwook Kim,2019,1,https://www.semanticscholar.org/paper/0edb4b124ee0f8ea88e2635be432a81388837480,,"Economics, Economics, Business"
Oxford Research Encyclopedia of Economics and Finance,1,The Effects of Monetary Policy Announcements,"Chaocheng Gu, Han-Soo Han, Randall Wright",2019,2,https://www.semanticscholar.org/paper/39bc09faac1875b2a35ac78a0e829df451672f2c,,"Economics, Economics"
Oxford Research Encyclopedia of Environmental Science,1,"A Māori Approach to Environmental Economics: Te ao tūroa, te ao hurihuri, te ao mārama—The Old World, a Changing World, a World of Light","M. Rout, S. Awatere, J. Mika, J. Reid, M. Roskruge",2021,10,https://www.semanticscholar.org/paper/6bc793d625799ae18dd3046d9c1d2780e9194dc0,,"Political Science, Environmental Science, Economics"
Oxford Research Encyclopedia of International Studies,1,A Pragmatic View of Practice in International Relations,F. Kratochwil,2019,2,https://www.semanticscholar.org/paper/5cc6889be8a55fc61aa6a842f9e2f7b80c1d45bb,,"Sociology, Political Science"
Oxford Review of Education,1,Pedagogies for the future: ethnographic reflections on two Latin American learning journeys,L. Rival,2023,2,https://www.semanticscholar.org/paper/59473c98cc3bf31457591012c75ef38f74bd7ad7,,"Education, History, Environmental Science, Sociology"
Oxidative Medicine and Cellular Longevity,1,Study on the Multitarget Synergistic Effects of Kai-Xin-San against Alzheimer's Disease Based on Systems Biology,"Sirui Guo, Jiahong Wang, Yun-Ju Wang, Ying Zhang, Kaishun Bi, Zhouhai Zhang, Qing Li",2019,21,https://www.semanticscholar.org/paper/5fd6e698666d6377c15a8801ddd9b9976cc12316,https://doi.org/10.1155/2019/1707218,"Medicine, Medicine, Biology"
Oxidative Medicine and Cellular Longevity,2,Systems Biology and Chemoinformatics-Based Strategies to Explore the Biological Mechanism of Fugui Wenyang Decoction in Treating Vascular Dementia Rats,"Kailin Yang, Liuting Zeng, Anqi Ge, Chuandong Cao, Haiyan Zhang, Tingting Bao, Yaqiao Yi, Jinwen Ge",2021,15,https://www.semanticscholar.org/paper/8db742ccb60cc706c2e5e35ad17a8a4a8fae121a,https://downloads.hindawi.com/journals/omcl/2021/6693955.pdf,"Medicine, Medicine, Biology, Computer Science"
PAR. Public Administration Review,1,"Searching for Inclusive Artificial Intelligence for Social Good: Participatory Governance and Policy Recommendations for Making
 AI
 More Inclusive and Benign for Society",M. Moon,2023,31,https://www.semanticscholar.org/paper/ccaf1b03cd6170130923f7c56a7d8421b7adea25,,"Computer Science, Political Science, Sociology"
PEDAGOGY AND EDUCATION MANAGEMENT REVIEW,1,CONCEPTUAL FOUNDATIONS FOR PREPARING MATHEMATICS AND COMPUTER SCIENCE TEACHERS FOR THE USE OF VIRTUAL CLARITY MEANS,"Pavlo Mulesa, R. Momot, Olena V. Semenikhina",2022,1,https://www.semanticscholar.org/paper/f28f5b699a2c1c2c14833270da769a37a2d04e23,https://public.scnchub.com/perm/index.php/perm/article/download/102/93/326,"Computer Science, Education, Mathematics"
PLAS@ECOOP,1,"Micro-Policies: Formally Verified, Tag-Based Security Monitors",Cătălin Hriţcu,2015,13,https://www.semanticscholar.org/paper/e6fbf2b2962ec37782196f4a33f951d73cfd74e7,,"Computer Science, Computer Science"
PLOS Digital Health,1,"Exploring the complex nature of implementation of Artificial intelligence in clinical practice: an interview study with healthcare professionals, researchers and Policy and Governance Experts","J. Leenen, Paul Hiemstra, Martine M Ten Hoeve, Anouk C J Jansen, J. D. van Dijk, Brian Vendel, Guido Versteeg, Gido Hakvoort, M. Hettinga",2025,2,https://www.semanticscholar.org/paper/b006a1e083a3ab7c3a08f8f89eae51c36fe7f8c1,https://doi.org/10.1371/journal.pdig.0000847,"Medicine, Medicine, Computer Science"
PLOS Global Public Health,1,Mechanism design for a fair and equitable approach to global vaccine distribution: The case of COVID-19,"Khaled Abedrabboh, Lolwa Al-Majid, Zaid Al-fagih, Luluwah Al-Fagih",2023,5,https://www.semanticscholar.org/paper/79adb74cb5c6609585bd2b3fc09f46ef57899cbc,https://journals.plos.org/globalpublichealth/article/file?id=10.1371/journal.pgph.0001711&type=printable,"Medicine, Economics, Medicine"
PLOS Global Public Health,2,"Population health impact, cost-effectiveness, and affordability of community-based HIV treatment and monitoring in South Africa: A health economics modelling study","Maitreyi Sahu, Cara J. Bayer, D. Roberts, H. van Rooyen, Alastair van Heerden, M. Shahmanesh, S. Asiimwe, K. Sausi, Nsika Sithole, Roger Ying, Darcy W Rao, M. Krows, Adrienne E Shapiro, J. Baeten, C. Celum, P. Revill, Ruanne V. Barnabas",2023,2,https://www.semanticscholar.org/paper/3b6f00ea50373f9f59ef7181850c6ad06bdc9520,https://journals.plos.org/globalpublichealth/article/file?id=10.1371/journal.pgph.0000610&type=printable,"Medicine, Medicine, Economics"
PLOS Water,1,Convergence of mechanistic modeling and artificial intelligence in hydrologic science and engineering,"R. Muñoz‐Carpena, Alvaro Carmona-Cabrero, Ziwen Yu, G. Fox, O. Batelaan",2023,18,https://www.semanticscholar.org/paper/a5ce3dafc7a0bc8b1126391a6559c46823b94c35,https://journals.plos.org/water/article/file?id=10.1371/journal.pwat.0000059&type=printable,"Environmental Science, Engineering, Computer Science"
PLoS Biology,1,"Rate, not selectivity, determines neuronal population coding accuracy in auditory cortex","Wensheng Sun, D. Barbour",2017,13,https://www.semanticscholar.org/paper/4e7b5ec27696f79e5bf17b71ddd5774d1fec1dc5,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.2002459&type=printable,"Biology, Medicine, Biology"
PLoS Comput. Biol.,1,Biologically-informed neural networks guide mechanistic modeling from sparse experimental data,"John H. Lagergren, John T. Nardini, R. Baker, M. Simpson, K. Flores",2020,127,https://www.semanticscholar.org/paper/184d07b3a1b80feebef29a192bd27f319319180b,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1008462&type=printable,"Computer Science, Medicine, Biology, Mathematics, Computer Science, Biology"
PLoS Comput. Biol.,2,Development of a hybrid model for a partially known intracellular signaling pathway through correction term estimation and neural network modeling,"Dongheon Lee, A. Jayaraman, J. Kwon",2020,77,https://www.semanticscholar.org/paper/cbcf557f448747f61c984f8e908ecf6ff9fb7a75,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1008472&type=printable,"Computer Science, Medicine, Computer Science, Biology"
PLoS Comput. Biol.,3,Network motifs and their origins,"L. Stone, D. Simberloff, Yael A. Artzy‐Randrup",2019,74,https://www.semanticscholar.org/paper/bebf6b16cd05c9aeffd824be58a8dd6fdb05ee41,https://doi.org/10.1371/journal.pcbi.1006749,"Medicine, Computer Science, Computer Science, Biology"
PLoS Comput. Biol.,4,Using information theory to optimise epidemic models for real-time prediction and estimation,"K. Parag, C. Donnelly",2020,44,https://www.semanticscholar.org/paper/beac7b4a009023e92024a9ae4b9908821a88f462,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007990&type=printable,"Medicine, Computer Science, Mathematics, Medicine, Environmental Science, Computer Science"
PLoS Comput. Biol.,5,Rosetta design with co-evolutionary information retains protein function,"S. Schmitz, Moritz Ertelt, R. Merkl, J. Meiler",2021,16,https://www.semanticscholar.org/paper/843346adb3865dcdcae437c9e2ce7c2496eafa56,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1008568&type=printable,"Computer Science, Medicine, Computer Science, Biology"
PLoS Comput. Biol.,6,Practical identifiability analysis of a mechanistic model for the time to distant metastatic relapse and its application to renal cell carcinoma,"A. Álvarez-Arenas, W. Souleyreau, Andrea Emanuelli, Lindsay S. Cooley, J. Bernhard, A. Bikfalvi, S. Benzekry",2022,5,https://www.semanticscholar.org/paper/7cbfa395f5508a50ba52d87a98ce3a7db4d70853,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1010444&type=printable,"Computer Science, Medicine, Medicine, Mathematics"
PLoS Comput. Biol.,7,Machine-learning and mechanistic modeling of metastatic breast cancer after neoadjuvant treatment,"S. Benzekry, M. Mastri, C. Nicolò, J. Ebos",2024,3,https://www.semanticscholar.org/paper/6c8ff9b498ddc0ddca957f0ddbc9e36ba56facbc,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1012088&type=printable,"Medicine, Computer Science, Medicine, Computer Science"
PLoS Comput. Biol.,8,Foraging in a non-foraging task: Fitness maximization explains human risk preference dynamics under changing environment,"Yasuhiro Mochizuki, Norihiro Harasawa, Mayank Aggarwal, Chong Chen, Haruaki Fukuda",2024,2,https://www.semanticscholar.org/paper/d6659ef19a1fc45b0d7d8083a903c23a6cc01f34,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1012080&type=printable,"Computer Science, Medicine, Economics, Psychology"
PLoS Computational Biology,1,Deep neural networks for endemic measles dynamics: Comparative analysis and integration with mechanistic models,"Wyatt G. Madden, Wei Jin, Benjamin Lopman, Andreas Zufle, Benjamin Dalziel, C. J. E. Metcalf, Bryan T. Grenfell, M. Lau",2024,6,https://www.semanticscholar.org/paper/bd9d96c8acf3861c79710c08a1b363bec852d8bd,https://doi.org/10.1371/journal.pcbi.1012616,"Medicine, Medicine, Computer Science"
PLoS Computational Biology,2,Dual-use capabilities of concern of biological AI models,"Jaspreet Pannu, Doni Bloomfield, R. MacKnight, Moritz S. Hanke, Alex Zhu, Gabe Gomes, Anita Cicero, Thomas V. Inglesby",2025,2,https://www.semanticscholar.org/paper/aed2e19f525fd67d8568d3d09f2a16343b3d2121,https://doi.org/10.1371/journal.pcbi.1012975,"Medicine, Biology, Environmental Science, Computer Science"
PLoS Neglected Tropical Diseases,1,Mechanistic models of Rift Valley fever virus transmission: A systematic review,"H. Cecilia, Alex Drouin, R. Métras, T. Balenghien, B. Durand, V. Chevalier, P. Ezanno",2022,12,https://www.semanticscholar.org/paper/9a24029a512ecc4609084985bc31df0693717568,https://journals.plos.org/plosntds/article/file?id=10.1371/journal.pntd.0010339&type=printable,"Medicine, Medicine, Environmental Science, Mathematics"
PLoS ONE,1,Predicting epileptic seizures using nonnegative matrix factorization,"Olivera Stojanović, L. Kuhlmann, G. Pipa",2019,28,https://www.semanticscholar.org/paper/42825847774fe856a7f196298baa9edacba56c23,https://storage.googleapis.com/plos-corpus-prod/10.1371/journal.pone.0228025/1/pone.0228025.pdf?X-Goog-Algorithm=GOOG4-RSA-SHA256&X-Goog-Credential=wombat-sa%40plos-prod.iam.gserviceaccount.com%2F20210217%2Fauto%2Fstorage%2Fgoog4_request&X-Goog-Date=20210217T121046Z&X-Goog-Expires=3600&X-Goog-SignedHeaders=host&X-Goog-Signature=06a88dabe8620b3995a847e5a2faef267d1d74c13f6210747fdf7559d512ba6e616ad2bc12131700449b43bbb1294e7f09c9052d474433a171818dfe808f5920f2dbaa6231788ad753affa0827470dac2feb47e7c2d71525bdd3c04223b258863bfa1b868e33e56793373f81f814e40bc34d21c1014070fe9ce24adf0a69ec7bf9f4db0db19ef7fb0050e739484a7e5908e7c6e1b7859abf17b84502b6f3a6386d8787d985433a035eadb4ba1d9efeefa464a93d6ce68fc4bcaa208c88f7a0b0d14a467d595973d02abc59dcccdb454a1b404dbd2d79265daf0173791f8fa7c6c41883e237f403198ff2d5cba3f6b91cb8762e5d010bf12ab00946d810a8dc30,"Medicine, Computer Science, Medicine, Computer Science"
PLoS ONE,2,Development and application of coupled system dynamics and game theory: A dynamic water conflict resolution method,"M. Zomorodian, S. Lai, M. Homayounfar, S. Ibrahim, G. Pender",2017,28,https://www.semanticscholar.org/paper/ac8e949a9ba47178fc5e2d91b8e84e7ed70b8612,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0188489&type=printable,"Medicine, Computer Science, Environmental Science, Engineering, Economics"
PLoS ONE,3,Adversarial robustness assessment: Why in evaluation both L0 and L∞ attacks are necessary,"Shashank Kotyan, Danilo Vasconcellos Vargas",2022,27,https://www.semanticscholar.org/paper/1e1c48825afaa1e02a1bd62b221e53375dae32f4,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0265723&type=printable,"Medicine, Computer Science"
PLoS ONE,4,Transparency of Outcome Reporting and Trial Registration of Randomized Controlled Trials Published in the Journal of Consulting and Clinical Psychology,"M. Azar, K. Riehm, Dean McKay, B. Thombs",2015,27,https://www.semanticscholar.org/paper/a13312a1c7d21be8ddcdb89c27189b60d9f87f80,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0142894&type=printable,"Medicine, Psychology"
PLoS ONE,5,The evolution of shame and guilt,Libing Shen,2018,27,https://www.semanticscholar.org/paper/dfb781e919975a8e6507f4a578b4417ba1dc6f10,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0199448&type=printable,"Psychology, Medicine, Computer Science, Psychology"
PLoS ONE,6,"The relationship between peer victimisation, self-esteem, and internalizing symptoms in adolescents: A systematic review and meta-analysis","Victoria M. R. Mullan, Dennis Golm, J. Juhl, S. Sajid, V. Brandt",2023,26,https://www.semanticscholar.org/paper/4d3896eb3af6ffef0be87fab080e86e4ff4d7918,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0282224&type=printable,"Medicine, Psychology"
PLoS ONE,7,Psychometric properties of Addenbrooke’s Cognitive Examination III (ACE-III): An item response theory approach,"Carlos Calderón, Christian Beyle, Oscar Véliz-García, Juan Bekios-Calfa",2021,17,https://www.semanticscholar.org/paper/416cc7fa496e5d6c72d885c41a2eac03c6e6eccd,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0251137&type=printable,"Psychology, Medicine, Psychology"
PLoS ONE,8,Political cycles: Beyond rational expectations,F. Bohn,2018,11,https://www.semanticscholar.org/paper/6a9eab8262dc15a4a25fbea0e8ff417d3b1d97f3,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0203390&type=printable,"Economics, Medicine, Political Science"
PLoS ONE,9,Learned pseudo-random number generator: WGAN-GP for generating statistically robust random numbers,"K. Okada, Katsuhiro Endo, K. Yasuoka, Shuichi Kurabayashi",2023,11,https://www.semanticscholar.org/paper/5107ec0c30f5da94d5c62f277488a31b0c739383,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0287025&type=printable,"Medicine, Computer Science"
PLoS ONE,10,Evaluating the competency of ChatGPT in MRCP Part 1 and a systematic literature review of its capabilities in postgraduate medical assessments,"Oliver Vij, Henry Calver, Nikki Myall, Mrinalini Dey, K. Kouranloo",2024,9,https://www.semanticscholar.org/paper/0be003c484464e07cf7a68d4c4e2491d8c00e256,https://doi.org/10.1371/journal.pone.0307372,"Medicine, Medicine"
PLoS ONE,11,Moderating role of political stability and economic policy uncertainty between country governance practice and stock market performance. A comparative analysis of Pakistan and Kurdistan Region of Iraq,"Rekurd S. Maghdid, Saeed Mohammed Kareem, Yaseen Salih Hama, Muhammad Waris, Rana Tahir Naveed",2024,8,https://www.semanticscholar.org/paper/f04cf2181737d16408e17b1ad1571bfc6be30756,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0301698&type=printable,"Medicine, Political Science, Economics"
PLoS ONE,12,Risk assessment of organ transplant operation: A fuzzy hybrid MCDM approach based on fuzzy FMEA,"Amir Sabripoor, R. Ghousi, Mehdi Najafi, F. Barzinpour, Ahmad Makuei",2024,8,https://www.semanticscholar.org/paper/eaecbe29c710cc52c67ec8ba1d5da7b56e02eee2,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0299655&type=printable,"Medicine, Medicine, Engineering"
PLoS ONE,13,FedDNA: Federated learning using dynamic node alignment,"Shuwen Wang, Xingquan Zhu",2023,6,https://www.semanticscholar.org/paper/68e1111aea5e647127e18409f4a14fdab96fc06b,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0288157&type=printable,"Medicine, Computer Science"
PLoS ONE,14,Novel feature extraction method for signal analysis based on independent component analysis and wavelet transform,"M. Topolski, Jedrzej Kozal",2021,6,https://www.semanticscholar.org/paper/ec9e05bd7caa7a9ec76245001e674206a5ba8e3e,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0260764&type=printable,"Medicine, Computer Science, Engineering"
PLoS ONE,15,Computational modeling of choice-induced preference change: A Reinforcement-Learning-based approach,"Jianhong Zhu, Junya Hashimoto, K. Katahira, Makoto Hirakawa, Takashi Nakao",2020,6,https://www.semanticscholar.org/paper/dc918aa54473c05e0d898e1e942ae39a53f7310c,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0244434&type=printable,"Medicine, Computer Science, Psychology"
PLoS ONE,16,Integrating life cycle assessment into supply chain optimization,"Selin Hülagü, W.E.H. Dullaert, A. S. Eruguz, R. Heijungs, D. Inghels",2025,4,https://www.semanticscholar.org/paper/f9d161298d50aa9397ee8828f3790636fc2e3ba4,https://doi.org/10.1371/journal.pone.0316710,"Medicine, Environmental Science, Business, Engineering"
PLoS ONE,17,Evolutionary game theory and simulations based on doctor and patient medical malpractice,"Lin Song, Zhenlei Yu, Qiang He",2023,4,https://www.semanticscholar.org/paper/657ab12c5d19e823358035f5c8ba8fe7a3424338,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0282434&type=printable,"Medicine, Medicine"
PLoS ONE,18,Evaluation of the Abbott Panbio™ COVID-19 antigen detection rapid diagnostic test among healthcare workers in elderly care,"A. Eikelenboom-Boskamp, Martijn den Ouden, Theun de Groot, T. Stobernack, H. Wertheim, A. Voss",2023,4,https://www.semanticscholar.org/paper/2ba86a94edd2599162ac5cb7556dfa52b1a4107e,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0276244&type=printable,"Medicine, Medicine"
PLoS ONE,19,Asymmetric effects of social and economic incentives on cooperation in real effort based public goods games,"Jakob Hackel, Hitoshi Yamamoto, I. Okada, Akira Goto, A. Taudes",2021,4,https://www.semanticscholar.org/paper/941d1adce4f07c024bc8654bc553f85496206828,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0249217&type=printable,"Medicine, Economics, Environmental Science"
PLoS ONE,20,Independent component analysis algorithms for non-invasive fetal electrocardiography,"René Jaros, Katerina Barnova, Radana Vilimkova Kahankova, Jan Pelisek, M. Litschmannová, R. Martínek",2023,3,https://www.semanticscholar.org/paper/ee4e521eabac8124177979422fd2e71f265b9346,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0286858&type=printable,"Medicine, Medicine"
PMAM@PPoPP,1,MUPPET: Optimizing Performance in OpenMP via Mutation Testing,"Dolores Miao, Ignacio Laguna, Giorgis Georgakoudis, Konstantinos Parasyris, Cindy Rubio-González",2024,2,https://www.semanticscholar.org/paper/332087c0b23d141ea575ab13d9f6f6a17357bb60,https://dl.acm.org/doi/pdf/10.1145/3649169.3649246,"Computer Science, Computer Science, Engineering"
PNAS Nexus,1,"Enhancing social cohesion with cooperative bots in societies of greedy, mobile individuals","Lei Shi, Zhixue He, Chen Shen, Jun Tanimoto",2024,3,https://www.semanticscholar.org/paper/f9f3d6e69cce3d032a146432be78e2ce48ef3ca4,https://academic.oup.com/pnasnexus/advance-article-pdf/doi/10.1093/pnasnexus/pgae223/58111227/pgae223.pdf,"Medicine, Physics, Computer Science, Sociology"
PNAS Nexus,2,N-of-1 health optimization: Digital monitoring of biomarker dynamics to gamify adherence to metabolic switching,"Peter Wang, Xavier Tadeo, H. S. J. Chew, Yoann Sapanel, Yoong Hun Ong, Nicole Yong Ting Leung, Edward Kai-Hua Chow, Dean Ho",2024,2,https://www.semanticscholar.org/paper/06e774f59ce1e0ad927524e0a4d5d9a3ae1d9163,https://academic.oup.com/pnasnexus/advance-article-pdf/doi/10.1093/pnasnexus/pgae214/58003222/pgae214.pdf,"Medicine, Medicine, Computer Science, Engineering"
Pachyderm,1,Use or destruction: on the economics of ivory stockpiles,"A. Nadal, F. Aguayo",2016,7,https://www.semanticscholar.org/paper/8fa42a5c42db9ad653687ccb3f670d4f4a74cf14,,"Economics, Economics"
"Pacific Asia Conference on Language, Information and Computation",1,A Novel Interpretability Metric for Explaining Bias in Language Models: Applications on Multilingual Models from Southeast Asia,"Lance Calvin Lim Gamboa, Mark Lee",2024,2,https://www.semanticscholar.org/paper/bcca938b9be93bf0c00727aba55ba561dc7a3b6c,https://arxiv.org/pdf/2410.15464.pdf,"Computer Science, Linguistics, Computer Science"
Pacific Philosophical Quarterly,1,Counterfactual Decision Theory Is Causal Decision Theory,J. Gallow,2024,1,https://www.semanticscholar.org/paper/0bc3b7b7a505098a4df62902a086af615adbd3db,https://philpapers.org/archive/GALCDT.pdf,Philosophy
Pacific Rim International Symposium on Dependable Computing,1,Egalitarian Byzantine Fault Tolerance,"M. Eischer, T. Distler",2021,5,https://www.semanticscholar.org/paper/0bf80532cbf140e36103f62a93e78d9ed2414696,https://arxiv.org/pdf/2109.06811,"Computer Science, Computer Science, Engineering"
Pacific Rim International Symposium on Dependable Computing,2,Scalable Performance Evaluation of Byzantine Fault-Tolerant Systems Using Network Simulation,"Christian Berger, Sadok Ben Toumia, Hans P. Reiser",2023,3,https://www.semanticscholar.org/paper/2d436220e3a9206c4c88129cb3d232fb92fb4e74,https://arxiv.org/pdf/2309.17245,"Computer Science, Computer Science, Engineering"
Pain,1,Genetic insights toward improved management of chronic pain after mastectomy.,C. Tsantoulas,2015,1,https://www.semanticscholar.org/paper/4ace438d2292f8d9271c3662f4f6a6d8534086a0,,"Medicine, Medicine"
Palgrave Communications,1,Effects of beliefs about sanctions on promoting cooperation in a public goods game,"Hitoshi Yamamoto, Takahisa Suzuki",2018,2,https://www.semanticscholar.org/paper/14667a4cd381d3dc2a34ea03b02d82c1eb70965f,https://www.nature.com/articles/s41599-018-0203-8.pdf,"Business, Economics, Psychology"
Palgrave Communications,2,Effects of beliefs about sanctions on promoting cooperation in a public goods game,"Hitoshi Yamamoto, Takahisa Suzuki",2018,1,https://www.semanticscholar.org/paper/2fa8429f0eb6b1223970817a2e0871ada516589b,https://www.nature.com/articles/s41599-018-0203-8.pdf,"Economics, Psychology"
